task_id,execution_time
upload__1,7.112
upload__2,7.074
upload__3,3.611
upload__4,4.017
upload__5,4.031
upload__6,4.219
upload__7,4.354
upload__8,4.453
upload__9,4.713
upload__10,4.972
upload__11,5.054
upload__12,4.988
upload__13,5.066
upload__14,5.152
upload__15,5.048
upload__16,6.5
upload__17,6.299
upload__18,6.552
upload__19,6.626
upload__20,6.72
