task_id,execution_time
download__1,0.543
download__2,0.535
download__3,0.529
download__4,0.52
download__5,0.513
download__6,0.543
download__7,0.467
download__8,0.426
download__9,0.442
download__10,0.395
download__11,0.368
download__12,0.44
download__13,0.415
download__14,0.409
download__15,0.436
download__16,0.359
download__17,0.274
download__18,0.28
download__19,0.286
download__20,0.275
