task_id,execution_time
download__1,0.721
download__2,0.703
download__3,0.691
download__4,0.681
download__5,0.653
download__6,0.569
download__7,0.525
download__8,0.517
download__9,0.478
download__10,0.442
download__11,0.404
download__12,0.383
download__13,0.359
download__14,0.391
download__15,0.313
download__16,0.235
download__17,0.286
download__18,0.348
download__19,0.29
download__20,0.3
download__21,0.241
download__22,0.223
download__23,0.304
download__24,0.251
